"","MasterID","county","huc","smcshed","smc_lu","COMID","psa6c","strcls","lower","meds","upper","csci_sampledate","CSCI","yr","h_asci_max","ASCI","TN","total_n_rep_calc","TP","total_p_rep_calc","Cond","IPI","ev_flowhab","Ev_FlowHab","h_aqhab","H_AqHab","h_subnat","H_SubNat","pct_safn","PCT_SAFN","pct_safn_pred","xcmg","XCMG","xcmg_pred","pct_rc","indexscore_cram","bs","blc","hy","ps","psa2","missing_habitat","missing_chemistry","missing_cram","data_complete","filled_columns","Ev_FlowHab_raw","H_AqHab_raw","H_SubNat_raw","PCT_SAFN_raw","XCMG_raw","cnty","SMC_Name","RBNAME","geometry","pChem","pHab","pChemHab","BiologicalCondition","WaterChemistryCondition","HabitatCondition","OverallStressCondition","OverallStressCondition_detail","StreamHealthIndex","all_there"
"488","403S05291","Ventura",403,"Santa Clara","Open","17567911","SC","possibly unconstrained",0.64084245,0.9618165,1.10701914,2010-06-07,1.12972371,2010,"1.224396447","1.089887947",0.095,0.19,0.0201,NA,1168,0.94,0.67,0.7,1.6,0.84,1.67,0.88,19,0.82,21.44,60,0.53,97.79,0,84,58,96,83,100,"Arid","NO","NO","NO","YES","",0.67,1.6,1.67,19,60,"Ventura","Santa Clara","Los Angeles",c(-119.26305, 34.56397),0.668023352924654,0.562580508037526,0.854786943692897,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"489","801S00135","San Bernardino",801,"Upper Santa Ana","Open","22558972","SC","possibly unconstrained",0.75626031,1.00593823,1.14129416,2010-06-07,0.94132612,2010,"1.135450661","1.254694516",0,0,0.04,0.04,187,1.09,0.84,0.88,0.64,0.71,1.48,0.78,18,0.85,22.49,146,0.87,124.83,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.84,0.64,1.48,18,146,"San Bernardino","Upper Santa Ana","Santa Ana",c(-116.87858, 34.07819),0.195401290686883,0.470558883110089,0.574012360693082,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"490","801S02167","San Bernardino",801,"Upper Santa Ana","Agricultural","22555946","SC","possibly constrained",0.58241908,0.78658616,1.09021006,2010-06-07,0.92549848,2010,"0.840596934","0.733084359",1.1,1.1,0.17,0.17,274,0.84,0,0,1.57,1,1.68,0.88,23,0.94,34.99,44,0.51,84.14,0,68,63,81,66,59,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0,1.57,1.68,23,44,"San Bernardino","Upper Santa Ana","Santa Ana",c(-117.15956, 34.1045),0.756926798863508,0.828411445244031,0.958291420717083,"Impacted for ASCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"491","801S02059","San Bernardino",801,"Middle Santa Ana","Urban","22557930","SC","likely constrained",0.31707371,0.55159189,0.76730923,2010-06-03,0.44841386,2010,"0.691379705","0.542457389",1.95,1.95,0.52,0.52,828,0.24,0,0,0,0.2,0.52,0.27,79,0.11,33.67,0,0.26,83.04,9,51,45,62,51,43,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0,0,0.52,79,0,"San Bernardino","Middle Santa Ana","Santa Ana",c(-117.30727, 34.06182),0.979147069346902,0.997162297328493,0.999940825582977,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"492","801S09591","San Bernardino",801,"Upper Santa Ana","Agricultural","22555958","SC","possibly unconstrained",0.62235967,0.93400988,1.1840248,2010-06-03,0.72865835,2010,"0.745267496","0.741469365",1,1,0.14,0.14,268,0.95,0.88,0.92,1.37,0.83,1.71,0.9,31,0.89,38.75,29,0.39,90.85,0,68,63,81,66,59,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.88,1.37,1.71,31,29,"San Bernardino","Upper Santa Ana","Santa Ana",c(-117.16675, 34.10396),0.709463574603142,0.868896919256164,0.96190977956217,"Impacted for CSCI and ASCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"493","901S02702","Orange",901,"San Juan","Open","20350539","SC","possibly constrained",0.42408203,0.66355031,0.8284399,2010-06-02,0.45876141,2010,"0.510791822","0.44369903",1.14,1.14,0.224,0.224,3193,0.82,0.81,0.85,1.56,0.77,0.15,0.08,99,0.15,47.98,159,0.94,126.22,0,73,78,63,75,75,"Arid","NO","NO","NO","YES","",0.81,1.56,0.15,99,159,"Orange","San Juan","San Diego",c(-117.74062, 33.51636),0.999806977692104,0.921243536320232,0.999984798245619,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"494","907S46499","San Diego",907,"Mission Bay and San Diego River","Open","20334398","SC","possibly unconstrained",0.74346114,0.96716616,1.18663633,2010-06-02,1.06512032,2010,"0.762311582","0.773927265",0.154,0.154,0.0404,NA,440,0.9,0.3,0.3,1.4,0.74,1.47,0.77,70,0.54,49.94,133,0.88,110.9,0,72,89,92,58,50,"Arid","NO","NO","NO","YES","",0.3,1.4,1.47,70,133,"San Diego","Mission Bay and San Diego River","San Diego",c(-116.75077, 32.96198),0.395481923299101,0.953966875368645,0.972172144033321,"Impacted for ASCI","Moderate","Severe","Severe","Stressed by habitat degradation","Impacted and stressed",TRUE
"495","801S03133","San Bernardino",801,"Middle Santa Ana","Agricultural","22556380","SC","likely constrained",0.40877257,0.58148206,0.7781216,2010-06-02,0.64663257,2010,"0.67803848","0.691255311",3,3,0.11,0.11,747,0.11,0,0,0,0.05,0,0,0,0.1,44.51,0,0.18,97.64,100,68,63,81,66,59,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0,0,0,0,0,"San Bernardino","Middle Santa Ana","Santa Ana",c(-117.5996, 34.00169),0.902873603123956,0.989486810154491,0.998978891750632,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"496","801S03687","San Bernardino",801,"Middle Santa Ana","Urban","22557998","SC","likely constrained",0.2992405,0.47986943,0.69023799,2010-06-02,0.30346519,2010,"0.567513452","0.416963241",2.5,2.5,0.34,0.34,755,0.05,0,0,0,0,0,0,0,0,27.8,0,0.13,106.94,100,51,45,62,51,43,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0,0,0,0,0,"San Bernardino","Middle Santa Ana","Santa Ana",c(-117.58255, 34.08311),0.965163594881454,0.998294116705453,0.999940573158466,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"497","403S05247","Ventura",403,"Santa Clara","Agricultural","948070359","SC",NA,NA,NA,NA,2010-06-01,0.8838777,2010,"0.632528143","0.586391307",0.418,0.418,0.0141,NA,1003,0.77,0.08,0.06,1.27,0.82,1.27,0.67,45,0.81,46.56,61,0.59,88.21,0,65,44,92,75,50,"Arid","NO","NO","NO","YES","",0.08,1.27,1.27,45,61,"Ventura","Santa Clara","Los Angeles",c(-118.98739, 34.36931),0.608750086355281,0.726286003704285,0.89290942258595,"Impacted for ASCI","Moderate","Moderate","Moderate","Low stress","Impacted by unknown stress",TRUE
"498","901S01849","Riverside",901,"San Juan","Open","20348657","SC","possibly unconstrained",0.70140664,0.94445212,1.08995979,2010-06-01,1.06709843,2010,"1.144818744","1.077654627",0.289,0.289,0.0619,0.0619,532,1.01,0.71,0.74,1.53,0.73,1.6,0.84,37,0.69,33.8,160,0.8,150.2,5,95,100,100,92,88,"Arid","NO","NO","NO","YES","",0.71,1.53,1.6,37,160,"Riverside","San Juan","San Diego",c(-117.39779, 33.55523),0.585634872961767,0.35159629377896,0.731324115899658,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"499","901S02873","Riverside",901,"San Juan","Open","20348717","SC","possibly unconstrained",0.77199923,0.95523888,1.19950263,2010-06-01,1.2084103,2010,"0.917232193","0.845937027",0.12,0.12,0.0361,NA,621,1.05,0.87,0.91,1.8,0.82,1.56,0.82,58,0.73,52.61,135,0.77,131.41,0,93,92,100,92,88,"Arid","NO","NO","NO","YES","",0.87,1.8,1.56,58,135,"Riverside","San Juan","San Diego",c(-117.39739, 33.54344),0.466563583471569,0.334104967844101,0.644787340262673,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"500","801S03533","San Bernardino",801,"Upper Santa Ana","Urban","22557960","SC","likely constrained",0.37752235,0.57191756,0.76388988,2010-06-01,0.55677526,2010,"0.660577928","0.567589601",3.2,3.2,2.1,2.1,861,0.55,0,0,1.32,0.8,1.01,0.53,78,0.28,37.46,60,0.46,109.55,0,51,45,62,51,43,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0,1.32,1.01,78,60,"San Bernardino","Upper Santa Ana","Santa Ana",c(-117.19139, 34.02314),0.996276309017679,0.993787339997366,0.999976865973972,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"501","802S26909","Riverside",802,"San Jacinto","Urban","22532986","SC","possibly constrained",0.44416453,0.68641226,0.89665346,2010-05-31,0.58766006,2010,"0.479783865","0.371280386",0.47,0.47,0.26,0.26,1977,0.96,0.72,0.75,0.98,0.69,1.46,0.77,49,0.81,50.18,80,0.68,90.7,0,51,45,62,51,43,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.72,0.98,1.46,49,80,"Riverside","San Jacinto","Santa Ana",c(-117.27518, 33.66638),0.995649210096222,0.960245591703108,0.999827036921751,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"502","802S27709","Riverside",802,"San Jacinto","Urban","22534666","SC","possibly constrained",0.35798643,0.56850039,0.79527269,2010-05-31,0.4770637,2010,"0.410725601","0.315333587",0.88,0.88,0.55,0.55,2000,0.9,0.88,0.92,0.93,0.67,1.21,0.64,69,0.56,50.66,75,0.65,90.92,0,51,45,62,51,43,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.88,0.93,1.21,69,75,"Riverside","San Jacinto","Santa Ana",c(-117.29, 33.6627),0.998467388763722,0.981535273222426,0.999971700752266,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"503","902S02293","San Diego",902,"Northern San Diego","Open","22548449","SC","possibly unconstrained",0.55958158,0.8144119,0.98487711,2010-05-27,0.90218383,2010,"0.54889031","0.554628216",0.445,0.445,0.0155,NA,1028,1.09,0.8,0.84,1.46,0.87,1.24,0.65,63,0.61,48.49,160,1,89.67,0,85,81,96,75,88,"Arid","NO","NO","NO","YES","",0.8,1.46,1.24,63,160,"San Diego","Northern San Diego","San Diego",c(-117.20466, 33.42339),0.641799132153328,0.731313613445139,0.903756303157462,"Impacted for ASCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"504","906S02246","San Diego",906,"Central San Diego","Open","20331170","SC","likely constrained",0.38497426,0.57117005,0.76810914,2010-05-26,0.76647144,2010,"0.426488578","0.403462222",0.798,0.798,0.197,NA,3237,1.08,0.72,0.75,1.68,0.84,1.8,0.95,10,1,49.04,115,0.69,124.03,2,88,89,92,83,88,"Arid","NO","NO","NO","YES","",0.72,1.68,1.8,10,115,"San Diego","Central San Diego","San Diego",c(-117.09849, 32.94636),0.999775813716731,0.375332986523586,0.999859958223968,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"505","910S14762","San Diego",910,"Southern San Diego","Open","20333562","SC","possibly unconstrained",0.66699378,0.87830701,1.14336058,2010-05-26,0.82542141,2010,"0.873121189","0.766234277",1.7,1.7,0.116,NA,1394,1.01,0.62,0.64,1.26,0.64,1.51,0.79,69,0.53,47.75,181,1,116.82,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.62,1.26,1.51,69,181,"San Diego","Southern San Diego","San Diego",c(-116.86999, 32.64787),0.974612409887332,0.658533523894812,0.991330989067424,"Impacted for ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"506","902S00117","San Diego",902,"Northern San Diego","Open","22548541","SC","possibly constrained",0.3876148,0.56979404,0.80842831,2010-05-25,0.72949417,2010,"0.537142909","0.532958544",0.933,0.933,0.0832,0.0514,1363,0.78,0,0,1.32,0.77,0.71,0.37,86,0.4,54.79,167,1,94.98,0,79,92,92,67,63,"Arid","NO","NO","NO","YES","",0,1.32,0.71,86,167,"San Diego","Northern San Diego","San Diego",c(-117.33193, 33.34095),0.954049555416588,0.917342811940613,0.996201865460656,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"507","902S02357","San Diego",902,"Northern San Diego","Open","22549107","SC","possibly unconstrained",0.52888522,0.8144119,0.98542725,2010-05-25,0.8480287,2010,"0.784804404","0.625805394",2.22,2.22,0.07695,NA,1265,0.95,0.74,0.77,1.42,0.86,0.91,0.48,86,0.32,48.3,126,0.95,90.47,0,92,100,96,83,88,"Arid","NO","NO","NO","YES","",0.74,1.42,0.91,86,126,"San Diego","Northern San Diego","San Diego",c(-117.24977, 33.40568),0.954208112089463,0.761230326255627,0.989066285863462,"Impacted for ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"508","910OTJMC5","San Diego",910,"Southern San Diego","Open","20334508","SC","possibly unconstrained",0.72062269,0.80072419,1.07460921,2010-05-24,0.86675153,2010,"0.624280983","0.600215996",0.322,0.322,0.113,NA,1483,1.13,0.72,0.75,1.67,0.86,1.25,0.66,26,1,48.66,156,0.95,121.11,4,80,86,83,75,75,"Arid","NO","NO","NO","YES","",0.72,1.67,1.25,26,156,"San Diego","Southern San Diego","San Diego",c(-116.88541, 32.63481),0.963431553050377,0.476482739346382,0.980855786826576,"Impacted for ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"509","911S12262","San Diego",911,"Southern San Diego","Open","20326413","SC","possibly unconstrained",0.60095474,0.92731922,1.13803136,2010-05-24,0.95454947,2010,"0.667095319","0.64255809",0.705,0.705,0.284,NA,808,0.84,0.45,0.46,0.86,0.69,1.37,0.72,60,0.49,36.09,93,0.72,96.78,0,84,81,92,75,88,"Arid","NO","NO","NO","YES","",0.45,0.86,1.37,60,93,"San Diego","Southern San Diego","San Diego",c(-116.68056, 32.65665),0.942998733642372,0.852019247624962,0.991564909718068,"Impacted for ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"510","904S08089","San Diego",904,"Central San Diego","Agricultural","20341969","SC","possibly constrained",0.46030791,0.68641226,0.92315401,2010-05-20,0.83614077,2010,"0.555418082","0.380567082",7.38,7.38,0.0643,NA,1866,0.78,0.48,0.49,0.45,0.18,1.48,0.78,48,0.89,56.43,104,0.61,127.72,1,85,86,96,83,75,"Arid","NO","NO","NO","YES","",0.48,0.45,1.48,48,104,"San Diego","Central San Diego","San Diego",c(-117.13748, 33.08899),0.991791145566524,0.482724956946765,0.995753764469506,"Impacted for ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"511","907S02774","San Diego",907,"Mission Bay and San Diego River","Urban","20333052","SC","likely constrained",0.3427812,0.45510159,0.61412809,2010-05-20,0.70876945,2010,"0.759848158","0.751597159",9.29,9.29,0.0678,NA,2642,0.06,0,0,0,0,0,0,3,0.25,56.52,10,0.02,134.53,97,30,28,25,42,25,"Arid","NO","NO","NO","YES","",0,0,0,3,10,"San Diego","Mission Bay and San Diego River","San Diego",c(-116.97323, 32.81182),0.998916318113835,0.998712612279464,0.999998604881247,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"512","904S02201","San Diego",904,"Central San Diego","Urban","20341853","SC","possibly constrained",0.34999908,0.471611,0.84454386,2010-05-19,0.5349386,2010,"0.489861732","0.632348988",1.5,1.5,0.123,0.129,2227,0.66,0.87,0.91,0.32,0.13,0.09,0.05,100,0.24,55.9,143,0.85,126,0,62,64,79,67,38,"Arid","NO","NO","NO","YES","",0.87,0.32,0.09,100,143,"San Diego","Central San Diego","San Diego",c(-117.33735, 33.17979),0.996639509853473,0.956649478947187,0.999854321001155,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"513","904CBSAM5","San Diego",904,"Central San Diego","Urban","948070419","SC",NA,NA,NA,NA,2010-05-19,0.83296807,2010,"0.857950013","0.77769029",0.4945,0.4945,0.1235,0.126,1460,1.09,0.68,0.71,1.85,0.94,1.86,0.98,25,1,49.96,115,0.67,128.02,0,77,97,54,83,75,"Arid","NO","NO","NO","YES","",0.68,1.85,1.86,25,115,"San Diego","Central San Diego","San Diego",c(-117.2447, 33.09086),0.968832813770574,0.381898540410899,0.980735516700307,"Impacted for ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"514","901S39498","Orange",901,"San Juan","Urban","948070434","SC",NA,NA,NA,NA,2010-05-18,0.53255254,2010,"0.577371169","0.516634014",0.631,0.631,0.06045,NA,2400,0.6,0.84,0.88,0.11,0.03,1.06,0.56,28,1,49.09,1,0.13,106.5,0,43,31,25,67,50,"Arid","NO","NO","NO","YES","",0.84,0.11,1.06,28,1,"Orange","San Juan","San Diego",c(-117.66532, 33.49038),0.994119483441936,0.861539098656737,0.999185778377006,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"515","901S45253","Orange",901,"San Juan","Urban","20350533","SC","possibly constrained",0.41609251,0.71393858,0.96023009,2010-05-18,0.59927343,2010,"0.687059286","0.664317749",0.641,0.641,0.0709,NA,1492,0.95,0.62,0.64,1.42,0.77,1.43,0.75,49,0.69,41.13,104,0.73,107.55,0,75,86,63,75,75,"Arid","NO","NO","NO","YES","",0.62,1.42,1.43,49,104,"Orange","San Juan","San Diego",c(-117.62613, 33.51442),0.955510003248983,0.757501916127706,0.989211261036394,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"516","405WER318","Los Angeles",405,"San Gabriel","Open","22522773","SC","likely unconstrained",0.93415743,1.03464224,1.24017337,2009-08-18,1.18414983,2009,"0.909684823","0.973856838",0.255,0.255,0.0183,0.0183,352,1.1,0.81,0.85,1.05,0.7,1.89,0.99,10,0.81,11.67,116,0.83,101.01,0,86,56,100,100,88,"Arid","NO","NO","NO","YES","",0.81,1.05,1.89,10,116,"Los Angeles","San Gabriel","Los Angeles",c(-117.89111, 34.26833),0.245381020220863,0.143013930496091,0.353302046546027,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"517","801BRC184","San Bernardino",801,"Upper Santa Ana","Open","22555476","SC","possibly unconstrained",0.50464371,0.95297055,1.11158559,2009-07-07,1.0384188,2009,"1.081482812","0.920796411",0.05,0.05,0.029,0.029,231,0.91,0.83,0.87,1.23,0.82,1.76,0.93,19,0.9,27.08,33,0.33,103.94,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.83,1.23,1.76,19,33,"San Bernardino","Upper Santa Ana","Santa Ana",c(-117.01553, 34.16546),0.195592524438521,0.619214634514994,0.693693405419451,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"518","801MHC219","San Bernardino",801,"Upper Santa Ana","Open","22558904","SC","possibly unconstrained",0.5466255,0.96129204,1.16532807,2009-07-06,1.1241192,2009,"0.954134567","0.824122441",0.4429336,0.4429336,0.032,0.032,335,1.07,0.6,0.62,1.21,0.91,1.95,1,20,0.85,24.28,105,0.76,102.6,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.6,1.21,1.95,20,105,"San Bernardino","Upper Santa Ana","Santa Ana",c(-116.99195, 34.11105),0.359498267064558,0.50889664316255,0.6854474488952,"Impacted for ASCI","Moderate","Moderate","Moderate","Low stress","Impacted by unknown stress",TRUE
"519","801SAN474","San Bernardino",801,"Middle Santa Ana","Open","22554684","SC","possibly unconstrained",0.7536022,0.89735918,1.07399053,2009-07-05,0.82219396,2009,"0.972203813","1.016708338",0.1766,0.1766,0,NA,211,1.13,0.89,0.94,1.22,1,1.76,0.93,1,0.9,9.46,90,0.7,97.9,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.89,1.22,1.76,1,90,"San Bernardino","Middle Santa Ana","Santa Ana",c(-117.62775, 34.24826),0.0644960014875491,0.492482458042165,0.525215310183235,"Healthy","Low","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"520","SMC01424","Los Angeles",405,"San Gabriel","Open","22522841","SC","possibly unconstrained",0.7178885,1.07219953,1.21606269,2009-07-01,0.75589683,2009,"1.257724159","1.235726788",0,0,0.043,0.043,433,0.92,0.22,0.21,1.33,0.69,1.72,0.91,5,0.95,17.15,104,0.72,108.24,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.22,1.33,1.72,5,104,"Los Angeles","San Gabriel","Los Angeles",c(-117.81585, 34.24075),0.3202164843924,0.448343683838223,0.62499312999241,"Impacted for CSCI","Moderate","Moderate","Moderate","Low stress","Impacted by unknown stress",TRUE
